This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202112 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm’s accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197512,    1276,    1260,    1218,     937,     656,     614,     677,     870,     589,     348,     339,     317,     286,     328,     329,     348,     357,     513
197601,    1271,    1257,    1215,     934,     653,     612,     676,     868,     586,     348,     337,     316,     286,     326,     329,     347,     357,     511
197602,    1268,    1254,    1214,     932,     651,     610,     676,     867,     585,     347,     336,     315,     284,     326,     329,     347,     357,     510
197603,    1262,    1253,    1211,     927,     649,     610,     676,     864,     582,     345,     335,     314,     284,     326,     329,     347,     356,     508
197604,    1260,    1252,    1204,     925,     649,     609,     675,     858,     582,     343,     335,     314,     283,     326,     329,     346,     355,     503
197605,    1256,    1247,    1203,     921,     647,     608,     673,     857,     579,     342,     335,     312,     283,     325,     327,     346,     355,     502
197606,    1255,    1245,    1199,     921,     645,     608,     670,     855,     579,     342,     334,     311,     283,     325,     326,     344,     354,     501
197607,    1325,    1278,    1243,    1012,     631,     663,     653,     887,     630,     382,     313,     318,     321,     342,     297,     356,     379,     508
197608,    1322,    1272,    1240,    1009,     629,     660,     652,     884,     627,     382,     313,     316,     320,     340,     296,     356,     378,     506
197609,    1318,    1268,    1239,    1005,     629,     658,     650,     883,     623,     382,     313,     316,     318,     340,     294,     356,     377,     506
197610,    1316,    1267,    1238,    1003,     628,     658,     650,     882,     622,     381,     313,     315,     318,     340,     294,     356,     376,     506
197611,    1311,    1265,    1236,     998,     627,     658,     649,     880,     619,     379,     313,     314,     318,     340,     293,     356,     374,     506
197612,    1307,    1262,    1230,     995,     626,     656,     646,     876,     616,     379,     312,     314,     316,     340,     292,     354,     372,     504
197701,    1301,    1258,    1224,     990,     625,     654,     644,     870,     611,     379,     311,     314,     315,     339,     290,     354,     368,     502
197702,    1299,    1256,    1219,     988,     625,     653,     642,     866,     609,     379,     311,     314,     315,     338,     289,     353,     365,     501
197703,    1297,    1250,    1218,     986,     625,     648,     641,     865,     607,     379,     311,     314,     312,     336,     288,     353,     365,     500
197704,    1295,    1250,    1215,     984,     625,     648,     640,     863,     605,     379,     311,     314,     312,     336,     288,     352,     363,     500
197705,    1290,    1248,    1206,     979,     624,     647,     638,     856,     602,     377,     311,     313,     312,     335,     288,     350,     359,     497
197706,    1285,    1247,    1204,     976,     622,     646,     638,     854,     599,     377,     309,     313,     312,     334,     288,     350,     358,     496
197707,    1324,    1302,    1259,    1024,     641,     640,     711,     869,     652,     372,     300,     341,     330,     310,     321,     390,     363,     506
197708,    1321,    1299,    1253,    1022,     639,     639,     707,     866,     651,     371,     299,     340,     329,     310,     320,     387,     361,     505
197709,    1317,    1295,    1249,    1019,     636,     639,     703,     864,     649,     370,     298,     338,     329,     310,     318,     385,     359,     505
197710,    1309,    1292,    1246,    1012,     634,     637,     702,     862,     643,     369,     297,     337,     329,     308,     318,     384,     358,     504
197711,    1307,    1290,    1244,    1011,     632,     636,     702,     860,     642,     369,     296,     336,     328,     308,     318,     384,     356,     504
197712,    1298,    1282,    1241,    1005,     626,     632,     701,     857,     638,     367,     293,     333,     327,     305,     317,     384,     354,     503
197801,    1288,    1274,    1234,     996,     624,     626,     698,     852,     635,     361,     292,     332,     322,     304,     316,     382,     350,     502
197802,    1282,    1271,    1233,     991,     623,     625,     695,     852,     633,     358,     291,     332,     322,     303,     314,     381,     350,     502
197803,    1278,    1267,    1231,     988,     620,     623,     693,     852,     633,     355,     290,     330,     322,     301,     314,     379,     350,     502
197804,    1274,    1260,    1226,     985,     617,     620,     690,     848,     631,     354,     289,     328,     322,     298,     312,     378,     350,     498
197805,    1269,    1250,    1218,     981,     613,     616,     686,     841,     628,     353,     288,     325,     320,     296,     309,     377,     350,     491
197806,    1262,    1243,    1207,     977,     608,     611,     685,     831,     627,     350,     285,     323,     318,     293,     309,     376,     349,     482
197807,    1379,    1267,    1199,    1015,     679,     614,     694,     843,     677,     338,     364,     315,     308,     306,     338,     356,     337,     506
197808,    1368,    1260,    1192,    1008,     673,     610,     691,     838,     670,     338,     360,     313,     308,     302,     337,     354,     335,     503
197809,    1361,    1256,    1187,    1003,     670,     608,     688,     835,     665,     338,     358,     312,     308,     300,     336,     352,     334,     501
197810,    1354,    1252,    1184,     996,     669,     605,     688,     832,     659,     337,     358,     311,     307,     298,     336,     352,     334,     498
197811,    1347,    1248,    1180,     990,     668,     604,     684,     829,     656,     334,     357,     311,     307,     297,     333,     351,     333,     496
197812,    1340,    1244,    1174,     984,     666,     603,     682,     823,     651,     333,     356,     310,     307,     296,     331,     351,     333,     490
197901,    1329,    1235,    1167,     976,     660,     599,     678,     818,     646,     330,     353,     307,     304,     295,     329,     349,     331,     487
197902,    1320,    1232,    1161,     970,     654,     599,     676,     814,     643,     327,     350,     304,     304,     295,     329,     347,     331,     483
197903,    1313,    1229,    1159,     965,     651,     597,     676,     812,     640,     325,     348,     303,     304,     293,     329,     347,     330,     482
197904,    1308,    1220,    1153,     961,     650,     589,     673,     808,     637,     324,     347,     303,     298,     291,     328,     345,     328,     480
197905,    1305,    1215,    1150,     958,     648,     589,     669,     806,     635,     323,     347,     301,     298,     291,     325,     344,     327,     479
197906,    1293,    1208,    1143,     947,     644,     587,     667,     799,     626,     321,     346,     298,     296,     291,     323,     344,     323,     476
197907,    1371,    1297,    1152,    1056,     661,     631,     632,     840,     664,     392,     315,     346,     284,     347,     320,     312,     346,     494
197908,    1366,    1288,    1146,    1051,     657,     630,     626,     836,     659,     392,     315,     342,     284,     346,     316,     310,     346,     490
197909,    1355,    1284,    1144,    1040,     655,     629,     625,     834,     655,     385,     315,     340,     284,     345,     315,     310,     346,     488
197910,    1351,    1283,    1141,    1036,     655,     628,     624,     832,     652,     384,     315,     340,     283,     345,     315,     309,     345,     487
197911,    1341,    1278,    1136,    1029,     651,     627,     620,     828,     648,     381,     312,     339,     283,     344,     312,     308,     345,     483
197912,    1334,    1270,    1132,    1023,     648,     625,     615,     825,     644,     379,     311,     337,     282,     343,     308,     307,     343,     482
198001,    1326,    1256,    1126,    1017,     644,     617,     609,     821,     641,     376,     309,     335,     279,     338,     304,     305,     342,     479
198002,    1319,    1251,    1122,    1010,     643,     615,     607,     817,     635,     375,     309,     334,     279,     336,     302,     305,     340,     477
198003,    1310,    1247,    1121,    1003,     641,     615,     603,     816,     629,     374,     307,     334,     279,     336,     298,     305,     339,     477
198004,    1299,    1242,    1120,     992,     637,     615,     602,     815,     621,     371,     307,     330,     279,     336,     297,     305,     339,     476
198005,    1289,    1238,    1114,     983,     635,     613,     601,     809,     614,     369,     306,     329,     277,     336,     296,     305,     335,     474
198006,    1280,    1233,    1111,     974,     633,     612,     598,     807,     606,     368,     306,     327,     276,     336,     294,     304,     334,     473
198007,    1386,    1261,    1162,    1070,     643,     600,     670,     826,     719,     351,     316,     327,     294,     306,     334,     336,     356,     470
198008,    1379,    1257,    1156,    1064,     642,     596,     668,     822,     715,     349,     315,     327,     292,     304,     334,     334,     354,     468
198009,    1370,    1249,    1149,    1055,     639,     593,     665,     816,     707,     348,     315,     324,     290,     303,     332,     333,     352,     464
198010,    1363,    1246,    1148,    1051,     635,     592,     664,     815,     704,     347,     312,     323,     289,     303,     331,     333,     351,     464
198011,    1356,    1244,    1142,    1044,     635,     590,     662,     811,     699,     345,     312,     323,     287,     303,     331,     331,     350,     461
198012,    1348,    1240,    1138,    1036,     633,     589,     659,     809,     693,     343,     312,     321,     287,     302,     330,     329,     349,     460
198101,    1337,    1236,    1130,    1027,     630,     588,     656,     802,     685,     342,     310,     320,     287,     301,     328,     328,     345,     457
198102,    1328,    1233,    1121,    1019,     628,     587,     654,     794,     679,     340,     309,     319,     286,     301,     327,     327,     341,     453
198103,    1321,    1227,    1117,    1014,     624,     584,     651,     792,     675,     339,     307,     317,     285,     299,     326,     325,     340,     452
198104,    1311,    1220,    1115,    1004,     623,     580,     649,     790,     667,     337,     307,     316,     285,     295,     324,     325,     339,     451
198105,    1306,    1218,    1112,     999,     623,     578,     649,     787,     665,     334,     307,     316,     284,     294,     324,     325,     338,     449
198106,    1295,    1211,    1107,     989,     621,     575,     643,     785,     657,     332,     306,     315,     282,     293,     321,     322,     338,     447
198107,    1449,    1306,    1238,    1131,     660,     662,     647,     893,     793,     338,     318,     342,     335,     327,     302,     345,     355,     538
198108,    1444,    1302,    1232,    1127,     659,     659,     643,     890,     789,     338,     317,     342,     334,     325,     301,     342,     353,     537
198109,    1435,    1298,    1227,    1119,     657,     657,     642,     885,     783,     336,     316,     341,     334,     323,     300,     342,     353,     532
198110,    1427,    1290,    1224,    1112,     654,     651,     642,     882,     777,     335,     315,     339,     332,     319,     300,     342,     353,     529
198111,    1422,    1286,    1220,    1108,     651,     651,     637,     881,     773,     335,     314,     337,     332,     319,     298,     339,     353,     528
198112,    1416,    1280,    1213,    1105,     645,     648,     634,     877,     771,     334,     311,     334,     330,     318,     298,     336,     351,     526
198201,    1409,    1276,    1207,    1099,     643,     646,     632,     872,     766,     333,     310,     333,     329,     317,     297,     335,     350,     522
198202,    1399,    1274,    1201,    1090,     641,     646,     629,     868,     760,     330,     309,     332,     329,     317,     296,     333,     349,     519
198203,    1389,    1268,    1196,    1080,     639,     642,     629,     863,     750,     330,     309,     330,     328,     314,     296,     333,     345,     518
198204,    1376,    1262,    1192,    1070,     634,     639,     628,     859,     741,     329,     306,     328,     328,     311,     295,     333,     342,     517
198205,    1369,    1258,    1188,    1065,     631,     636,     627,     856,     737,     328,     304,     327,     326,     310,     295,     332,     341,     515
198206,    1357,    1251,    1185,    1056,     627,     632,     624,     854,     733,     323,     301,     326,     324,     308,     293,     331,     341,     513
198207,    1709,    1296,    1120,    1351,     677,     680,     604,     813,     977,     374,     358,     319,     307,     373,     297,     307,     318,     495
198208,    1700,    1293,    1117,    1345,     673,     678,     603,     811,     972,     373,     355,     318,     307,     371,     297,     306,     317,     494
198209,    1685,    1287,    1110,    1331,     672,     673,     601,     805,     962,     369,     354,     318,     304,     369,     296,     305,     315,     490
198210,    1674,    1284,    1105,    1320,     670,     672,     600,     801,     951,     369,     354,     316,     304,     368,     296,     304,     314,     487
198211,    1654,    1280,    1100,    1301,     667,     671,     599,     796,     933,     368,     353,     314,     304,     367,     295,     304,     312,     484
198212,    1646,    1272,    1097,    1297,     661,     668,     595,     794,     929,     368,     349,     312,     303,     365,     292,     303,     312,     482
198301,    1629,    1262,    1089,    1281,     659,     662,     588,     790,     917,     364,     348,     311,     302,     360,     289,     299,     311,     479
198302,    1619,    1257,    1084,    1273,     655,     659,     587,     786,     910,     363,     346,     309,     300,     359,     289,     298,     309,     477
198303,    1611,    1253,    1078,    1266,     652,     657,     585,     782,     905,     361,     345,     307,     299,     358,     289,     296,     307,     475
198304,    1601,    1251,    1075,    1257,     650,     656,     584,     780,     896,     361,     344,     306,     299,     357,     289,     295,     306,     474
198305,    1583,    1247,    1073,    1242,     647,     653,     583,     778,     883,     359,     341,     306,     298,     355,     288,     295,     306,     472
198306,    1566,    1243,    1071,    1227,     645,     650,     582,     776,     872,     355,     339,     306,     298,     352,     287,     295,     306,     470
198307,    1796,    1331,    1150,    1456,     670,     663,     655,     833,     980,     476,     340,     330,     350,     313,     338,     317,     313,     520
198308,    1781,    1328,    1144,    1443,     668,     660,     654,     828,     969,     474,     338,     330,     348,     312,     338,     316,     309,     519
198309,    1773,    1320,    1141,    1435,     665,     657,     652,     825,     962,     473,     338,     327,     346,     311,     336,     316,     307,     518
198310,    1769,    1315,    1136,    1431,     662,     657,     648,     822,     959,     472,     338,     324,     346,     311,     334,     314,     306,     516
198311,    1759,    1313,    1134,    1421,     662,     655,     648,     820,     950,     471,     338,     324,     344,     311,     334,     314,     305,     515
198312,    1747,    1308,    1128,    1411,     657,     654,     646,     815,     942,     469,     336,     321,     343,     311,     333,     313,     303,     512
198401,    1729,    1302,    1120,    1394,     655,     650,     642,     810,     925,     469,     335,     320,     340,     310,     332,     310,     300,     510
198402,    1715,    1293,    1115,    1382,     651,     645,     639,     806,     915,     467,     333,     318,     337,     308,     330,     309,     299,     507
198403,    1706,    1289,    1111,    1374,     650,     641,     639,     802,     909,     465,     332,     318,     334,     307,     330,     309,     298,     504
198404,    1691,    1285,    1109,    1361,     647,     638,     638,     801,     900,     461,     330,     317,     333,     305,     330,     308,     298,     503
198405,    1676,    1282,    1105,    1347,     645,     637,     636,     798,     889,     458,     329,     316,     333,     304,     329,     307,     298,     500
198406,    1657,    1271,    1098,    1328,     641,     633,     630,     794,     872,     456,     329,     312,     330,     303,     326,     304,     295,     499
198407,    1969,    1372,    1243,    1551,     723,     728,     677,     905,    1071,     480,     418,     305,     371,     357,     339,     338,     309,     596
198408,    1956,    1370,    1238,    1542,     719,     727,     675,     901,    1063,     479,     414,     305,     371,     356,     338,     337,     307,     594
198409,    1926,    1362,    1231,    1515,     714,     723,     672,     895,    1038,     477,     411,     303,     370,     353,     336,     336,     305,     590
198410,    1905,    1351,    1223,    1497,     709,     717,     668,     888,    1020,     477,     408,     301,     367,     350,     333,     335,     303,     585
198411,    1875,    1343,    1218,    1469,     704,     712,     664,     887,     996,     473,     406,     298,     365,     347,     333,     331,     302,     585
198412,    1858,    1339,    1212,    1453,     701,     710,     663,     882,     983,     470,     405,     296,     363,     347,     333,     330,     300,     582
198501,    1836,    1329,    1203,    1431,     700,     704,     657,     876,     965,     466,     405,     295,     361,     343,     330,     327,     298,     578
198502,    1818,    1320,    1201,    1420,     691,     699,     655,     874,     958,     462,     398,     293,     358,     341,     328,     327,     297,     577
198503,    1805,    1313,    1197,    1408,     688,     695,     651,     873,     948,     460,     397,     291,     356,     339,     327,     324,     297,     576
198504,    1788,    1309,    1194,    1392,     687,     691,     650,     871,     936,     456,     396,     291,     352,     339,     327,     323,     297,     574
198505,    1770,    1299,    1180,    1376,     684,     683,     645,     861,     922,     454,     394,     290,     346,     337,     326,     319,     295,     566
198506,    1746,    1289,    1169,    1355,     680,     677,     640,     852,     906,     449,     391,     289,     345,     332,     323,     317,     292,     560
198507,    2039,    1363,    1202,    1727,     682,     690,     635,     870,    1225,     502,     312,     370,     367,     323,     303,     332,     337,     533
198508,    2009,    1359,    1196,    1698,     680,     687,     634,     865,    1201,     497,     311,     369,     365,     322,     303,     331,     336,     529
198509,    1985,    1356,    1191,    1674,     680,     684,     632,     862,    1184,     490,     311,     369,     363,     321,     303,     329,     334,     528
198510,    1961,    1348,    1184,    1652,     676,     680,     629,     856,    1166,     486,     309,     367,     359,     321,     301,     328,     333,     523
198511,    1936,    1337,    1177,    1630,     670,     674,     624,     852,    1146,     484,     306,     364,     356,     318,     299,     325,     331,     521
198512,    1909,    1327,    1170,    1605,     666,     669,     620,     846,    1123,     482,     304,     362,     354,     315,     296,     324,     328,     518
198601,    1879,    1321,    1167,    1578,     663,     665,     618,     843,    1097,     481,     301,     362,     352,     313,     294,     324,     327,     516
198602,    1864,    1317,    1161,    1564,     660,     663,     616,     839,    1084,     480,     300,     360,     352,     311,     294,     322,     324,     515
198603,    1840,    1312,    1152,    1541,     658,     661,     611,     833,    1065,     476,     299,     359,     352,     309,     292,     319,     324,     509
198604,    1817,    1304,    1145,    1520,     654,     656,     609,     827,    1047,     473,     297,     357,     350,     306,     291,     318,     321,     506
198605,    1794,    1296,    1138,    1497,     651,     652,     607,     821,    1026,     471,     297,     354,     347,     305,     290,     317,     318,     503
198606,    1775,    1291,    1128,    1479,     648,     650,     604,     813,    1014,     465,     296,     352,     347,     303,     289,     315,     315,     498
198607,    2097,    1259,    1278,    1701,     700,     633,     652,     948,    1244,     457,     396,     304,     344,     289,     322,     330,     390,     558
198608,    2079,    1254,    1269,    1687,     696,     629,     649,     941,    1231,     456,     392,     304,     342,     287,     321,     328,     389,     552
198609,    2050,    1251,    1262,    1661,     691,     629,     647,     935,    1209,     452,     389,     302,     342,     287,     320,     327,     385,     550
198610,    2022,    1241,    1257,    1634,     687,     624,     644,     931,    1187,     447,     388,     299,     339,     285,     318,     326,     384,     547
198611,    1984,    1232,    1250,    1599,     682,     618,     643,     924,    1157,     442,     385,     297,     336,     282,     317,     326,     380,     544
198612,    1951,    1213,    1226,    1572,     673,     608,     633,     904,    1139,     433,     379,     294,     332,     276,     311,     322,     370,     534
198701,    1933,    1208,    1213,    1557,     667,     606,     629,     895,    1127,     430,     376,     291,     331,     275,     311,     318,     365,     530
198702,    1929,    1200,    1211,    1554,     663,     602,     627,     894,    1124,     430,     375,     288,     328,     274,     310,     317,     365,     529
198703,    1910,    1190,    1207,    1536,     659,     597,     624,     891,    1108,     428,     374,     285,     324,     273,     308,     316,     363,     528
198704,    1897,    1183,    1202,    1526,     656,     593,     618,     889,    1100,     426,     371,     285,     322,     271,     305,     313,     362,     527
198705,    1883,    1181,    1197,    1514,     653,     592,     618,     884,    1090,     424,     369,     284,     321,     271,     305,     313,     359,     525
198706,    1864,    1175,    1193,    1499,     648,     589,     615,     881,    1076,     423,     365,     283,     318,     271,     303,     312,     357,     524
198707,    2210,    1258,    1384,    1824,     695,     673,     663,     997,    1347,     477,     386,     309,     360,     313,     276,     387,     377,     620
198708,    2192,    1247,    1378,    1809,     689,     669,     657,     993,    1335,     474,     383,     306,     359,     310,     272,     385,     376,     617
198709,    2170,    1245,    1372,    1791,     684,     668,     655,     989,    1319,     472,     379,     305,     358,     310,     272,     383,     374,     615
198710,    2145,    1237,    1362,    1769,     680,     664,     649,     982,    1298,     471,     376,     304,     355,     309,     269,     380,     374,     608
198711,    2120,    1229,    1354,    1749,     673,     661,     642,     978,    1281,     468,     371,     302,     353,     308,     266,     376,     371,     607
198712,    2093,    1222,    1346,    1724,     669,     657,     639,     972,    1258,     466,     369,     300,     351,     306,     265,     374,     369,     603
198801,    2074,    1216,    1342,    1707,     665,     655,     635,     970,    1243,     464,     367,     298,     350,     305,     263,     372,     367,     603
198802,    2045,    1211,    1333,    1679,     663,     653,     633,     961,    1224,     455,     366,     297,     348,     305,     261,     372,     365,     596
198803,    2030,    1201,    1318,    1665,     661,     646,     627,     950,    1210,     455,     365,     296,     343,     303,     259,     368,     358,     592
198804,    2007,    1195,    1308,    1647,     654,     643,     623,     943,    1196,     451,     360,     294,     343,     300,     258,     365,     358,     585
198805,    1974,    1185,    1298,    1616,     651,     636,     620,     934,    1171,     445,     358,     293,     340,     296,     256,     364,     358,     576
198806,    1957,    1177,    1288,    1604,     642,     634,     615,     927,    1161,     443,     353,     289,     339,     295,     254,     361,     355,     572
198807,    2274,    1285,    1296,    1890,     758,     601,     687,     919,    1386,     504,     384,     374,     295,     306,     310,     377,     421,     498
198808,    2244,    1278,    1286,    1863,     755,     595,     682,     913,    1365,     498,     381,     374,     292,     303,     309,     373,     419,     494
198809,    2222,    1268,    1275,    1847,     747,     589,     680,     902,    1353,     494,     375,     372,     290,     299,     307,     373,     413,     489
198810,    2206,    1259,    1265,    1833,     742,     588,     673,     894,    1342,     491,     373,     369,     290,     298,     302,     371,     409,     485
198811,    2176,    1249,    1257,    1808,     734,     583,     667,     890,    1321,     487,     368,     366,     289,     294,     300,     367,     407,     483
198812,    2138,    1239,    1242,    1775,     726,     577,     662,     879,    1294,     481,     363,     363,     287,     290,     299,     363,     401,     478
198901,    2117,    1230,    1232,    1760,     716,     574,     658,     871,    1280,     480,     357,     359,     284,     290,     297,     361,     401,     470
198902,    2097,    1223,    1225,    1740,     714,     570,     654,     867,    1264,     476,     357,     357,     280,     290,     296,     358,     400,     467
198903,    2074,    1215,    1216,    1720,     709,     565,     650,     861,    1248,     472,     354,     355,     278,     287,     295,     355,     397,     464
198904,    2058,    1209,    1210,    1705,     706,     563,     647,     856,    1236,     469,     353,     353,     277,     286,     293,     354,     395,     461
198905,    2036,    1201,    1197,    1687,     700,     558,     641,     848,    1224,     463,     349,     351,     275,     283,     292,     349,     391,     457
198906,    2013,    1190,    1186,    1667,     694,     554,     635,     839,    1206,     461,     346,     348,     272,     282,     288,     347,     389,     450
198907,    2241,    1284,    1112,    1826,     737,     633,     676,     765,    1371,     455,     415,     322,     337,     296,     329,     347,     348,     417
198908,    2217,    1279,    1102,    1804,     733,     631,     674,     756,    1354,     450,     413,     320,     336,     295,     328,     346,     342,     414
198909,    2191,    1276,    1096,    1781,     730,     630,     671,     751,    1334,     447,     410,     320,     335,     295,     326,     345,     341,     410
198910,    2172,    1270,    1092,    1765,     725,     627,     669,     748,    1320,     445,     407,     318,     334,     293,     325,     344,     340,     408
198911,    2151,    1261,    1086,    1748,     717,     624,     666,     743,    1306,     442,     403,     314,     331,     293,     323,     343,     339,     404
198912,    2136,    1254,    1082,    1734,     714,     621,     663,     740,    1295,     439,     402,     312,     328,     293,     321,     342,     338,     402
199001,    2117,    1243,    1073,    1717,     709,     614,     659,     734,    1280,     437,     400,     309,     324,     290,     320,     339,     337,     397
199002,    2097,    1240,    1069,    1699,     707,     611,     658,     731,    1265,     434,     398,     309,     323,     288,     320,     338,     336,     395
199003,    2076,    1236,    1066,    1680,     704,     608,     658,     728,    1248,     432,     396,     308,     323,     285,     320,     338,     336,     392
199004,    2051,    1234,    1063,    1656,     702,     607,     658,     725,    1226,     430,     395,     307,     323,     284,     320,     338,     336,     389
199005,    2028,    1227,    1060,    1635,     699,     601,     658,     722,    1207,     428,     393,     306,     318,     283,     320,     338,     336,     386
199006,    1993,    1222,    1054,    1603,     696,     599,     653,     718,    1178,     425,     390,     306,     317,     282,     317,     336,     334,     384
199007,    2159,    1275,    1117,    1761,     676,     686,     653,     775,    1301,     460,     398,     278,     318,     368,     311,     342,     327,     448
199008,    2138,    1268,    1111,    1740,     675,     683,     648,     771,    1284,     456,     398,     277,     316,     367,     308,     340,     324,     447
199009,    2123,    1265,    1106,    1727,     673,     681,     644,     769,    1272,     455,     396,     277,     314,     367,     307,     337,     323,     446
199010,    2106,    1259,    1099,    1712,     670,     678,     642,     762,    1257,     455,     394,     276,     313,     365,     305,     337,     321,     441
199011,    2089,    1254,    1095,    1699,     663,     676,     641,     759,    1246,     453,     390,     273,     312,     364,     305,     336,     320,     439
199012,    2075,    1252,    1091,    1686,     661,     675,     641,     755,    1233,     453,     389,     272,     311,     364,     305,     336,     318,     437
199101,    2057,    1248,    1087,    1669,     660,     672,     639,     752,    1216,     453,     388,     272,     310,     362,     304,     335,     318,     434
199102,    2042,    1246,    1084,    1654,     660,     671,     638,     749,    1202,     452,     388,     272,     309,     362,     303,     335,     316,     433
199103,    2024,    1244,    1081,    1636,     659,     671,     636,     747,    1185,     451,     388,     271,     309,     362,     302,     334,     316,     431
199104,    1997,    1239,    1078,    1612,     656,     668,     634,     744,    1164,     448,     385,     271,     309,     359,     300,     334,     316,     428
199105,    1975,    1238,    1077,    1591,     655,     668,     633,     743,    1144,     447,     384,     271,     309,     359,     299,     334,     316,     427
199106,    1965,    1235,    1074,    1582,     652,     667,     632,     741,    1135,     447,     383,     269,     308,     359,     299,     333,     316,     425
199107,    2087,    1273,    1171,    1719,     673,     649,     649,     841,    1196,     523,     368,     305,     310,     339,     319,     330,     363,     478
199108,    2068,    1270,    1170,    1702,     670,     648,     647,     841,    1182,     520,     366,     304,     310,     338,     318,     329,     363,     478
199109,    2059,    1268,    1166,    1693,     670,     646,     647,     837,    1175,     518,     366,     304,     308,     338,     318,     329,     362,     475
199110,    2042,    1265,    1164,    1677,     668,     644,     647,     835,    1164,     513,     365,     303,     307,     337,     318,     329,     361,     474
199111,    2025,    1260,    1162,    1662,     664,     641,     646,     834,    1150,     512,     363,     301,     305,     336,     318,     328,     360,     474
199112,    1997,    1258,    1159,    1635,     663,     640,     645,     831,    1123,     512,     362,     301,     305,     335,     317,     328,     360,     471
199201,    1977,    1256,    1158,    1617,     661,     640,     642,     831,    1109,     508,     360,     301,     305,     335,     315,     327,     360,     471
199202,    1956,    1254,    1153,    1596,     660,     640,     641,     826,    1089,     507,     360,     300,     305,     335,     314,     327,     356,     470
199203,    1938,    1250,    1148,    1578,     658,     638,     640,     822,    1075,     503,     360,     298,     304,     334,     314,     326,     353,     469
199204,    1915,    1245,    1142,    1557,     656,     634,     638,     817,    1055,     502,     358,     298,     304,     330,     313,     325,     352,     465
199205,    1883,    1240,    1137,    1527,     653,     630,     637,     813,    1026,     501,     356,     297,     302,     328,     313,     324,     351,     462
199206,    1847,    1236,    1128,    1494,     648,     629,     635,     805,     998,     496,     353,     295,     302,     327,     312,     323,     348,     457
199207,    1958,    1354,    1318,    1588,     734,     647,     691,     970,    1050,     538,     370,     364,     303,     344,     343,     348,     388,     582
199208,    1929,    1350,    1314,    1559,     733,     644,     690,     967,    1025,     534,     370,     363,     301,     343,     343,     347,     387,     580
199209,    1917,    1349,    1311,    1547,     733,     643,     688,     966,    1014,     533,     370,     363,     301,     342,     343,     345,     386,     580
199210,    1899,    1345,    1301,    1531,     731,     641,     684,     958,    1003,     528,     368,     363,     300,     341,     341,     343,     383,     575
199211,    1888,    1341,    1299,    1521,     728,     641,     682,     956,     995,     526,     367,     361,     300,     341,     339,     343,     381,     575
199212,    1877,    1340,    1293,    1513,     724,     641,     680,     952,     987,     526,     364,     360,     300,     341,     339,     341,     378,     574
199301,    1868,    1336,    1287,    1504,     721,     640,     680,     946,     981,     523,     364,     357,     300,     340,     339,     341,     376,     570
199302,    1855,    1332,    1287,    1491,     720,     638,     679,     946,     971,     520,     364,     356,     299,     339,     338,     341,     376,     570
199303,    1840,    1327,    1280,    1478,     715,     638,     674,     942,     959,     519,     362,     353,     299,     339,     336,     338,     374,     568
199304,    1833,    1326,    1277,    1472,     714,     638,     673,     939,     953,     519,     361,     353,     299,     339,     335,     338,     374,     565
199305,    1824,    1321,    1274,    1463,     712,     637,     671,     936,     946,     517,     361,     351,     299,     338,     333,     338,     372,     564
199306,    1809,    1317,    1272,    1449,     709,     636,     669,     935,     933,     516,     360,     349,     299,     337,     332,     337,     372,     563
199307,    2162,    1536,    1196,    1780,     732,     791,     720,     871,    1236,     544,     382,     350,     429,     362,     395,     325,     358,     513
199308,    2147,    1532,    1193,    1766,     731,     789,     718,     868,    1223,     543,     381,     350,     428,     361,     393,     325,     357,     511
199309,    2138,    1530,    1189,    1758,     730,     788,     716,     865,    1216,     542,     380,     350,     428,     360,     392,     324,     355,     510
199310,    2134,    1524,    1183,    1754,     729,     783,     712,     863,    1212,     542,     380,     349,     427,     356,     392,     320,     353,     510
199311,    2128,    1521,    1177,    1750,     726,     781,     710,     859,    1209,     541,     378,     348,     426,     355,     392,     318,     352,     507
199312,    2117,    1512,    1174,    1741,     723,     777,     705,     857,    1201,     540,     376,     347,     423,     354,     388,     317,     351,     506
199401,    2101,    1510,    1172,    1727,     721,     775,     705,     855,    1190,     537,     374,     347,     422,     353,     388,     317,     351,     504
199402,    2085,    1508,    1167,    1711,     721,     775,     701,     852,    1178,     533,     374,     347,     422,     353,     386,     315,     350,     502
199403,    2078,    1503,    1165,    1704,     720,     771,     700,     851,    1172,     532,     374,     346,     419,     352,     386,     314,     350,     501
