This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202112 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm’s accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197201,   14.79,    7.81,    7.28,   15.86,    9.93,    7.91,    6.99,    7.39,   18.94,   11.53,   11.57,    8.45,    6.96,    8.95,    7.00,    6.97,    7.24,    7.52
197202,    4.84,    3.53,    4.58,    5.47,    3.09,    3.57,    4.09,    4.62,    5.88,    4.88,    2.98,    3.19,    2.99,    4.21,    3.78,    4.45,    4.93,    4.34
197203,   -0.46,    0.18,    0.48,   -0.64,   -0.17,   -0.03,    0.75,    0.55,   -1.93,    1.16,    0.07,   -0.39,    0.41,   -0.51,    1.14,    0.30,    1.01,    0.14
197204,    0.55,    0.00,    0.23,    0.08,    0.94,    0.06,    0.02,    0.23,   -0.42,    0.77,    1.94,    0.04,    0.53,   -0.45,   -0.15,    0.21,    0.99,   -0.45
197205,   -3.41,   -1.21,   -1.13,   -3.66,   -2.00,   -1.56,   -0.94,   -0.96,   -3.91,   -3.32,   -2.67,   -1.39,   -1.75,   -1.34,   -0.40,   -1.58,   -0.72,   -1.17
197206,   -3.98,   -3.28,   -3.22,   -4.28,   -3.22,   -3.53,   -2.45,   -3.66,   -4.93,   -3.38,   -3.11,   -3.32,   -3.57,   -3.48,   -2.77,   -2.07,   -3.74,   -3.59
197207,   -3.02,   -2.41,   -3.79,   -3.69,   -1.62,   -2.29,   -2.66,   -4.35,   -3.99,   -3.22,   -1.00,   -2.22,   -2.16,   -2.44,   -2.82,   -2.50,   -4.77,   -3.98
197208,    0.87,    1.63,    1.17,    0.95,    1.25,    2.03,    1.31,    0.82,    0.33,    1.94,    0.61,    1.85,    1.01,    3.11,    0.66,    1.97,    1.18,    0.51
197209,   -4.12,   -2.70,   -2.95,   -4.31,   -2.95,   -2.88,   -2.28,   -3.43,   -4.44,   -4.10,   -3.57,   -2.36,   -3.05,   -2.71,   -2.70,   -1.87,   -4.36,   -2.63
197210,   -2.65,   -0.70,   -1.20,   -3.08,   -0.95,   -0.40,   -0.80,   -1.65,   -4.05,   -1.55,   -1.36,   -0.56,   -0.65,   -0.13,   -1.42,   -0.18,   -0.71,   -2.46
197211,    4.64,    5.67,    5.41,    4.28,    5.43,    5.84,    5.80,    5.26,    2.99,    6.32,    5.70,    5.16,    5.72,    5.96,    5.84,    5.76,    5.27,    5.26
197212,   -3.05,   -1.64,   -1.32,   -3.05,   -2.35,   -1.41,   -1.60,   -1.39,   -3.48,   -2.37,   -3.04,   -1.69,   -2.10,   -0.68,   -2.04,   -1.16,   -1.13,   -1.61
197301,   -2.20,   -4.66,   -5.55,   -1.56,   -4.25,   -4.90,   -4.61,   -5.91,    0.08,   -4.14,   -4.11,   -4.38,   -5.19,   -4.59,   -4.48,   -4.73,   -6.48,   -5.41
197302,   -6.99,   -7.21,   -8.25,   -7.11,   -6.89,   -6.81,   -7.28,   -9.01,   -7.41,   -6.64,   -6.63,   -7.15,   -7.27,   -6.31,   -8.04,   -6.54,   -8.40,   -9.54
197303,   -1.69,   -2.90,   -3.20,   -1.54,   -2.28,   -2.76,   -3.13,   -3.46,   -1.66,   -1.35,   -2.16,   -2.41,   -2.74,   -2.78,   -3.67,   -2.61,   -3.62,   -3.31
197304,   -6.59,   -6.07,   -8.84,   -6.90,   -5.14,   -6.06,   -7.51,   -9.41,   -6.80,   -7.07,   -5.66,   -4.64,   -5.85,   -6.29,   -7.48,   -7.54,   -8.72,  -10.01
197305,   -9.52,   -7.40,   -7.73,  -10.24,   -6.91,   -7.89,   -7.04,   -8.18,  -10.90,   -9.21,   -7.38,   -6.45,   -7.60,   -8.20,   -7.39,   -6.70,   -8.13,   -8.23
197306,   -2.41,   -3.40,   -4.60,   -2.21,   -3.22,   -3.31,   -3.86,   -4.78,   -2.08,   -2.42,   -3.00,   -3.42,   -3.89,   -2.70,   -3.53,   -4.18,   -5.04,   -4.56
197307,   12.24,   10.94,   14.30,   12.24,   11.64,   10.46,   11.78,   15.28,   12.46,   11.88,   12.24,   10.98,   10.41,   10.51,   11.74,   11.82,   15.11,   15.41
197308,   -3.73,   -4.47,   -5.22,   -3.57,   -4.44,   -4.29,   -4.79,   -5.34,   -3.55,   -3.61,   -4.24,   -4.66,   -3.94,   -4.64,   -4.65,   -4.93,   -5.54,   -5.18
197309,    7.91,    8.88,    9.25,    7.94,    8.57,    8.78,    8.32,    9.76,    7.11,    9.23,    7.82,    9.41,    8.54,    9.02,    8.67,    7.97,   10.09,    9.49
197310,    1.60,    0.45,   -1.81,    1.70,    1.50,    0.42,   -0.53,   -2.27,    2.25,    0.84,    1.30,    1.72,    0.90,   -0.05,   -0.44,   -0.63,   -1.23,   -3.11
197311,  -17.20,  -17.70,  -20.62,  -17.31,  -17.71,  -17.44,  -18.00,  -21.43,  -17.94,  -16.33,  -16.88,  -18.64,  -18.58,  -16.33,  -17.46,  -18.55,  -20.75,  -21.98
197312,   -4.43,   -2.66,   -2.99,   -4.64,   -3.04,   -2.46,   -2.79,   -3.28,   -6.69,   -1.46,   -3.78,   -2.23,   -2.18,   -2.73,   -3.32,   -2.25,   -3.58,   -3.04
197401,   18.41,   11.08,   11.21,   19.41,   12.66,   11.64,   11.07,   11.28,   23.80,   12.73,   15.33,    9.72,   12.31,   10.98,   11.12,   11.02,   11.39,   11.20
197402,    0.93,    0.93,    0.27,    0.86,    0.98,    1.17,    0.16,    0.51,    0.50,    1.40,    1.16,    0.77,    1.05,    1.28,    0.65,   -0.33,    0.03,    0.90
197403,    0.70,    0.37,    1.30,    0.97,   -0.16,    0.37,    1.17,    1.21,    1.09,    0.79,   -0.12,   -0.21,   -0.07,    0.81,    0.80,    1.53,    1.30,    1.15
197404,   -5.46,   -5.20,   -5.14,   -5.29,   -5.17,   -5.54,   -5.34,   -5.05,   -4.94,   -5.83,   -5.98,   -4.28,   -4.86,   -6.21,   -5.30,   -5.38,   -4.60,   -5.42
197405,   -7.44,   -6.93,   -6.24,   -7.53,   -7.31,   -6.88,   -6.13,   -6.46,   -7.79,   -7.15,   -7.13,   -7.51,   -6.25,   -7.51,   -6.57,   -5.68,   -6.35,   -6.55
197406,   -2.50,   -2.73,   -2.81,   -2.29,   -2.96,   -2.82,   -2.96,   -2.59,   -2.30,   -2.27,   -3.13,   -2.77,   -2.89,   -2.75,   -2.56,   -3.36,   -2.92,   -2.31
197407,   -3.95,   -3.99,   -6.50,   -4.38,   -3.32,   -3.47,   -5.47,   -6.74,   -4.82,   -3.76,   -2.58,   -4.05,   -3.68,   -3.26,   -4.95,   -5.94,   -6.10,   -7.22
197408,   -7.50,   -8.37,   -8.36,   -7.39,   -7.87,   -7.87,   -9.22,   -8.20,   -7.41,   -7.35,   -7.86,   -7.87,   -7.79,   -7.96,   -9.77,   -8.73,   -8.10,   -8.27
197409,   -7.56,   -7.38,  -10.36,   -7.94,   -6.68,   -7.38,   -8.72,  -10.65,   -8.48,   -7.21,   -6.32,   -7.03,   -7.61,   -7.14,   -7.68,   -9.66,   -9.65,  -11.40
197410,   10.00,   10.22,   11.32,   10.14,    9.89,    9.96,   10.70,   11.60,    9.60,   10.89,    9.57,   10.21,   10.80,    9.12,   10.75,   10.65,    9.53,   13.14
197411,   -5.13,   -4.57,   -5.69,   -5.60,   -4.23,   -4.03,   -5.39,   -5.83,   -5.74,   -5.42,   -3.64,   -4.81,   -3.52,   -4.55,   -5.43,   -5.36,   -6.00,   -5.70
197412,   -8.68,   -6.21,   -7.70,   -9.17,   -6.74,   -6.15,   -6.84,   -7.82,  -10.66,   -7.15,   -7.11,   -6.36,   -6.80,   -5.49,   -6.21,   -7.40,   -6.30,   -8.95
197501,   34.58,   27.16,   28.91,   35.99,   28.80,   26.58,   29.09,   28.43,   40.82,   29.52,   30.13,   27.48,   26.24,   26.92,   28.03,   30.05,   27.59,   29.06
197502,    6.49,    4.70,    5.17,    6.62,    4.83,    5.32,    4.86,    5.14,    6.65,    6.57,    6.08,    3.59,    4.45,    6.21,    4.42,    5.26,    5.25,    5.05
197503,    8.69,    7.90,   10.67,    9.15,    7.96,    7.54,    9.13,   10.87,   10.88,    6.83,    7.24,    8.66,    7.53,    7.55,    7.96,   10.20,    9.38,   11.98
197504,    3.71,    3.52,    4.98,    3.89,    2.89,    3.94,    4.20,    5.04,    3.61,    4.25,    3.17,    2.61,    4.07,    3.81,    3.49,    4.85,    4.71,    5.28
197505,    8.50,    7.48,    7.68,    8.19,    8.48,    7.37,    7.02,    8.23,    8.58,    7.65,    9.48,    7.50,    8.36,    6.35,    7.70,    6.40,    8.10,    8.33
197506,    9.18,    7.62,    7.31,    9.71,    7.58,    7.94,    7.20,    7.27,   10.84,    8.20,    7.54,    7.62,    8.59,    7.28,    6.98,    7.39,    6.72,    7.68
197507,   -0.52,   -1.20,   -1.27,   -0.29,   -1.42,   -0.32,   -1.78,   -1.28,    0.03,   -0.84,   -1.17,   -1.70,   -0.57,   -0.11,   -2.35,   -1.24,   -1.61,   -1.05
197508,   -5.52,   -4.49,   -4.69,   -5.91,   -4.48,   -4.27,   -4.70,   -4.75,   -6.81,   -4.37,   -4.45,   -4.51,   -3.93,   -4.56,   -4.87,   -4.54,   -4.61,   -4.84
197509,   -3.92,   -3.17,   -3.65,   -4.27,   -3.46,   -2.88,   -3.67,   -3.36,   -4.52,   -3.85,   -2.96,   -3.99,   -3.35,   -2.48,   -2.93,   -4.38,   -3.07,   -3.56
197510,    0.73,    3.02,    2.50,    0.04,    3.06,    2.61,    3.21,    2.24,   -0.54,    1.02,    2.61,    3.56,    3.68,    1.68,    3.29,    3.13,    2.87,    1.81
197511,    1.62,    2.94,    2.08,    0.92,    3.41,    2.56,    2.49,    2.23,    0.47,    1.69,    3.54,    3.28,    3.97,    1.32,    3.31,    1.71,    3.17,    1.58
197512,   -0.12,   -0.73,   -0.69,    0.08,   -1.10,   -0.35,   -0.47,   -0.85,    0.57,   -0.74,   -0.69,   -1.54,   -0.67,   -0.06,   -0.66,   -0.30,   -1.84,   -0.16
197601,   22.10,   18.46,   18.35,   22.69,   20.22,   18.01,   18.16,   18.30,   24.26,   20.03,   20.47,   19.96,   17.24,   18.69,   17.83,   18.48,   18.74,   18.00
197602,   15.64,    8.93,    9.11,   16.94,   11.29,    8.95,    8.32,    9.08,   19.59,   12.46,   12.06,   10.47,    9.16,    8.76,    7.43,    9.17,    7.17,   10.43
197603,    2.87,    1.28,    2.39,    3.19,    2.11,    1.28,    1.41,    2.38,    3.56,    2.56,    1.98,    2.26,    0.71,    1.79,    0.34,    2.42,    2.43,    2.35
197604,   -0.96,   -0.94,   -0.92,   -0.99,   -1.23,   -0.71,   -0.74,   -0.99,   -1.17,   -0.68,   -0.89,   -1.60,   -1.49,   -0.04,   -0.73,   -0.75,   -0.91,   -1.04
197605,   -3.31,   -2.14,   -1.20,   -3.52,   -2.83,   -2.01,   -1.30,   -1.27,   -3.64,   -3.31,   -2.72,   -2.94,   -1.71,   -2.26,   -1.61,   -1.01,   -1.13,   -1.37
197606,    2.74,    3.59,    3.18,    2.76,    3.37,    3.72,    2.93,    3.25,    2.42,    3.33,    2.68,    4.11,    4.01,    3.47,    2.86,    3.01,    2.39,    3.85
197607,   -0.03,    0.73,   -0.42,   -0.14,    0.46,    1.01,    0.49,   -0.87,   -0.10,   -0.19,    0.30,    0.61,    0.93,    1.09,    0.22,    0.72,   -0.58,   -1.09
197608,   -3.16,   -0.59,   -1.96,   -3.70,   -1.08,   -0.32,   -0.91,   -2.41,   -4.79,   -1.91,   -1.41,   -0.75,    0.18,   -0.79,   -1.00,   -0.83,   -2.50,   -2.35
197609,    0.75,    2.11,    2.38,    0.33,    1.75,    2.30,    2.36,    2.41,   -0.17,    1.14,    2.12,    1.40,    2.37,    2.24,    2.43,    2.30,    2.79,    2.12
197610,   -2.93,   -1.74,   -2.37,   -3.30,   -1.57,   -1.97,   -1.65,   -2.63,   -3.16,   -3.53,   -1.74,   -1.39,   -2.02,   -1.93,   -1.58,   -1.72,   -1.77,   -3.27
197611,    2.27,    2.43,    2.90,    2.15,    2.73,    2.07,    3.03,    2.78,    1.78,    2.75,    2.64,    2.82,    2.46,    1.70,    2.82,    3.20,    2.83,    2.75
197612,   11.16,    9.20,    9.85,   11.59,    9.33,    9.01,    9.50,   10.14,   12.38,   10.32,    9.78,    8.88,    8.49,    9.49,    9.96,    9.13,   10.61,    9.80
197701,    4.96,    2.80,    2.24,    5.40,    2.95,    3.08,    2.28,    2.35,    5.87,    4.64,    3.58,    2.33,    3.13,    3.03,    2.66,    1.97,    1.84,    2.72
197702,    0.31,    0.00,   -0.70,    0.41,    0.29,   -0.44,   -0.24,   -0.69,    0.85,   -0.31,    0.01,    0.57,   -0.02,   -0.82,    0.37,   -0.74,   -0.60,   -0.75
197703,    1.08,    0.68,    0.73,    1.36,    0.70,    0.61,    0.52,    0.73,    1.47,    1.18,    0.21,    1.18,    1.20,    0.07,    0.29,    0.72,    1.47,    0.19
197704,    2.11,    1.72,    1.26,    2.26,    1.58,    1.82,    1.50,    1.24,    2.28,    2.23,    1.62,    1.53,    1.48,    2.13,    1.72,    1.33,    1.61,    0.96
197705,    0.37,    0.01,    0.20,    0.40,    0.17,   -0.09,    0.25,    0.16,    0.39,    0.40,    0.27,    0.08,    0.11,   -0.27,    0.15,    0.32,    0.82,   -0.32
197706,    5.71,    5.25,    6.12,    5.56,    5.54,    5.43,    5.68,    6.15,    6.12,    4.67,    6.20,    4.89,    5.30,    5.56,    5.23,    6.06,    5.31,    6.76
197707,    1.14,    0.89,    0.65,    1.24,    0.83,    0.93,    1.04,    0.40,    1.85,    0.18,    0.78,    0.87,    0.94,    0.91,    0.83,    1.21,    0.53,    0.31
197708,   -1.20,   -0.52,   -0.13,   -1.08,   -1.05,   -0.87,   -0.05,   -0.06,   -1.30,   -0.71,   -1.58,   -0.57,   -1.22,   -0.51,    0.23,   -0.27,   -0.35,    0.14
197709,    0.68,    1.19,    1.85,    0.58,    1.29,    0.79,    1.50,    2.06,    0.85,    0.11,    1.02,    1.52,    0.69,    0.90,    1.62,    1.40,    1.84,    2.21
197710,   -2.42,   -2.18,   -2.81,   -2.81,   -1.75,   -2.03,   -2.43,   -2.93,   -3.60,   -1.44,   -1.09,   -2.34,   -1.69,   -2.40,   -2.31,   -2.52,   -2.65,   -3.14
197711,    7.25,    7.27,    7.59,    7.11,    7.04,    7.51,    7.86,    7.41,    7.47,    6.49,    7.74,    6.42,    7.61,    7.40,    7.71,    7.99,    7.12,    7.62
197712,    1.69,    1.69,    2.91,    1.91,    1.70,    1.15,    2.12,    3.23,    1.22,    3.10,    0.92,    2.38,    1.16,    1.14,    2.04,    2.19,    2.84,    3.50
197801,   -0.19,   -1.94,   -2.40,    0.18,   -1.23,   -1.94,   -3.01,   -2.08,    0.92,   -1.13,   -1.45,   -1.03,   -1.82,   -2.06,   -2.89,   -3.12,   -2.36,   -1.89
197802,    2.56,    1.88,    2.92,    2.86,    1.68,    1.55,    2.80,    2.90,    3.15,    2.35,    1.54,    1.82,    0.85,    2.30,    2.61,    2.95,    2.36,    3.28
197803,    7.73,    6.45,    6.51,    7.77,    7.15,    6.27,    6.35,    6.61,    8.71,    6.10,    7.57,    6.79,    5.87,    6.70,    6.45,    6.27,    5.67,    7.28
197804,    8.53,    7.60,    8.73,    9.18,    7.01,    7.51,    7.91,    9.03,    9.90,    7.88,    6.33,    7.61,    7.87,    7.11,    7.76,    8.04,    8.59,    9.34
197805,    8.43,    5.64,    7.51,    9.60,    5.38,    4.94,    6.59,    7.86,   10.16,    8.60,    4.44,    6.23,    4.76,    5.13,    6.41,    6.75,    7.73,    7.95
197806,    1.39,    0.51,    0.34,    1.92,    0.30,    0.47,    0.04,    0.49,    1.90,    1.95,   -0.44,    0.96,    0.71,    0.22,    0.10,    0.00,   -0.17,    0.97
197807,    4.46,    5.40,    6.38,    4.40,    4.79,    5.34,    5.83,    6.65,    4.43,    4.34,    4.64,    4.96,    5.28,    5.40,    5.92,    5.75,    6.00,    7.08
197808,    9.86,    8.21,   10.49,   10.70,    7.88,    7.98,    9.10,   10.86,   11.15,    9.79,    7.52,    8.30,    8.07,    7.90,    8.55,    9.62,    9.54,   11.73
197809,    1.37,    0.01,   -0.79,    1.44,    0.43,    0.11,    0.24,   -1.22,    2.39,   -0.41,    1.19,   -0.44,    0.00,    0.21,    0.26,    0.22,   -0.85,   -1.47
197810,  -19.26,  -17.41,  -20.00,  -20.04,  -16.98,  -17.38,  -17.51,  -21.25,  -21.09,  -17.98,  -17.09,  -16.84,  -17.94,  -16.80,  -18.01,  -17.04,  -20.42,  -21.81
197811,    3.44,    4.73,    5.79,    2.86,    5.08,    4.60,    4.60,    6.29,    1.94,    4.66,    5.07,    5.10,    4.97,    4.23,    4.61,    4.60,    5.77,    6.64
197812,    0.50,    1.53,    2.39,   -0.15,    1.63,    1.18,    2.36,    2.59,   -0.29,    0.12,    2.31,    0.86,    1.73,    0.61,    2.82,    1.93,    2.61,    2.58
197901,   11.28,    8.19,    9.47,   12.15,    8.67,    8.48,    8.24,    9.66,   13.07,   10.36,    8.87,    8.44,    8.32,    8.63,    7.41,    9.02,    8.99,   10.12
197902,   -1.60,   -2.09,   -3.09,   -1.62,   -1.32,   -2.51,   -2.70,   -3.08,   -1.50,   -1.86,   -1.53,   -1.07,   -2.44,   -2.58,   -2.27,   -3.11,   -2.71,   -3.33
197903,    8.48,    8.02,    9.02,    8.50,    7.67,    8.00,    8.25,    9.73,    8.59,    8.32,    8.42,    6.80,    7.95,    8.04,    9.20,    7.36,    9.69,    9.76
197904,    3.07,    2.29,    2.45,    3.22,    2.67,    2.06,    2.56,    2.31,    3.53,    2.61,    2.66,    2.68,    2.28,    1.84,    2.33,    2.77,    2.29,    2.33
197905,   -0.27,   -1.31,   -1.50,   -0.44,   -0.27,   -1.47,   -1.64,   -1.38,   -0.47,   -0.39,    0.20,   -0.82,   -1.25,   -1.70,   -1.48,   -1.79,   -1.64,   -1.20
197906,    5.92,    5.53,    4.65,    6.08,    5.31,    5.87,    5.22,    4.46,    6.32,    5.61,    5.49,    5.10,    5.97,    5.76,    5.33,    5.11,    4.69,    4.29
197907,    1.95,    2.83,    2.71,    1.75,    2.49,    2.79,    3.18,    2.64,    2.01,    1.31,    2.63,    2.36,    2.60,    2.94,    3.44,    2.91,    2.43,    2.78
197908,    7.26,    7.55,    8.56,    7.65,    6.61,    7.60,    8.04,    8.67,    7.98,    7.09,    5.97,    7.20,    6.65,    8.39,    7.84,    8.25,    7.85,    9.25
197909,   -0.07,   -0.30,   -0.40,   -0.08,   -0.45,   -0.39,    0.49,   -0.74,   -0.19,    0.11,   -0.06,   -0.82,   -0.73,   -0.11,    0.44,    0.53,   -0.88,   -0.65
197910,   -9.53,   -9.07,  -10.16,   -9.56,   -9.27,   -8.66,   -9.61,  -10.45,  -10.36,   -8.18,   -9.45,   -9.10,   -8.32,   -8.95,   -9.84,   -9.38,  -10.02,  -10.75
197911,    5.81,    6.18,    8.46,    5.82,    5.98,    5.92,    7.30,    8.68,    5.61,    6.17,    5.81,    6.13,    6.02,    5.84,    6.73,    7.88,    7.77,    9.33
197912,    7.19,    5.98,    7.05,    7.63,    6.15,    5.92,    5.71,    7.48,    8.55,    6.06,    5.76,    6.51,    5.54,    6.22,    5.54,    5.89,    6.65,    8.07
198001,   12.59,    8.24,    8.99,   13.42,    9.10,    8.49,    7.19,    9.81,   15.52,    9.84,    9.88,    8.38,    7.54,    9.27,    7.58,    6.79,    7.81,   11.24
198002,    0.35,   -2.54,   -1.35,    1.18,   -2.32,   -2.32,   -2.69,   -1.06,    2.15,   -0.47,   -2.34,   -2.30,   -1.53,   -2.98,   -3.24,   -2.14,   -2.32,   -0.16
198003,  -16.96,  -14.68,  -16.31,  -17.69,  -14.62,  -14.72,  -14.87,  -16.74,  -19.28,  -15.02,  -14.57,  -14.67,  -13.93,  -15.37,  -14.60,  -15.14,  -15.05,  -17.95
198004,    4.91,    5.28,    5.37,    4.53,    5.61,    5.23,    5.72,    5.18,    3.72,    5.87,    6.14,    5.11,    5.39,    5.10,    5.57,    5.87,    4.83,    5.43
198005,    6.67,    7.35,    8.06,    6.54,    7.68,    7.08,    7.52,    8.04,    6.51,    6.59,    7.08,    8.25,    6.47,    7.58,    6.90,    8.13,    8.70,    7.57
198006,    3.56,    4.15,    4.62,    3.50,    3.62,    4.42,    4.43,    4.65,    3.43,    3.61,    3.78,    3.47,    4.39,    4.45,    4.31,    4.55,    3.50,    5.46
198007,    7.93,    9.74,   11.81,    7.80,    9.24,    9.13,   10.63,   12.23,    7.97,    7.45,    8.37,   10.09,    8.88,    9.37,   10.48,   10.79,   12.62,   11.94
198008,    6.62,    6.71,    7.42,    7.05,    6.11,    6.46,    6.51,    7.93,    7.42,    6.29,    5.17,    7.01,    6.24,    6.68,    6.86,    6.15,    7.24,    8.45
198009,    5.53,    3.54,    5.25,    5.69,    4.15,    3.34,    4.52,    5.38,    7.19,    2.66,    4.98,    3.34,    3.03,    3.63,    4.09,    4.94,    5.07,    5.61
198010,    3.92,    3.73,    4.61,    4.18,    3.74,    3.44,    4.01,    4.68,    4.82,    2.88,    3.02,    4.43,    3.45,    3.44,    3.57,    4.44,    3.81,    5.33
198011,    5.95,    6.01,    8.42,    6.52,    5.12,    5.39,    7.16,    8.86,    6.99,    5.58,    4.01,    6.19,    4.58,    6.16,    6.96,    7.36,    7.11,   10.19
198012,   -3.56,   -2.45,   -3.27,   -4.07,   -2.52,   -2.16,   -2.41,   -3.56,   -4.60,   -3.00,   -1.86,   -3.16,   -2.57,   -1.77,   -2.29,   -2.54,   -2.58,   -4.30
198101,    1.59,    0.61,   -1.07,    1.74,    1.10,    0.22,    0.24,   -1.37,    2.14,    0.94,    1.09,    1.10,    0.54,   -0.08,    0.81,   -0.32,   -0.60,   -1.96
198102,    0.38,    1.31,    0.99,    0.08,    1.23,    1.70,    1.14,    0.81,    0.00,    0.22,    1.37,    1.10,    1.15,    2.22,    0.83,    1.44,    1.57,    0.24
198103,    7.91,    7.56,    8.04,    7.65,    8.41,    6.77,    7.98,    8.28,    6.79,    9.37,    8.79,    8.04,    6.53,    6.99,    8.50,    7.46,    8.02,    8.47
198104,    2.61,    2.46,    4.31,    2.60,    2.86,    2.06,    3.27,    4.45,    2.60,    2.59,    2.63,    3.08,    1.35,    2.74,    2.58,    3.96,    4.43,    4.47
198105,    3.72,    2.55,    3.38,    4.30,    2.45,    2.56,    2.32,    3.71,    4.71,    3.49,    1.83,    3.04,    2.22,    2.88,    2.05,    2.58,    3.68,    3.73
198106,   -0.72,    0.37,   -1.30,   -1.29,    0.66,    1.03,   -1.16,   -1.15,   -2.39,    0.88,    1.11,    0.22,    1.49,    0.59,   -0.66,   -1.66,   -1.14,   -1.16
198107,   -2.16,   -2.09,   -2.48,   -2.47,   -1.82,   -1.97,   -2.17,   -2.49,   -3.06,   -1.08,   -1.07,   -2.52,   -1.73,   -2.22,   -1.84,   -2.46,   -2.26,   -2.64
198108,   -8.04,   -6.11,   -8.71,   -8.42,   -6.67,   -5.77,   -7.00,   -9.11,   -9.22,   -6.57,   -6.67,   -6.67,   -5.39,   -6.16,   -6.24,   -7.67,   -7.75,  -10.01
198109,   -9.80,   -7.02,   -8.58,  -10.50,   -7.48,   -6.64,   -7.29,   -9.04,  -11.63,   -7.87,   -7.32,   -7.63,   -6.60,   -6.68,   -7.18,   -7.39,   -8.10,   -9.67
198110,    6.21,    6.91,    9.42,    6.35,    6.08,    6.77,    8.35,    9.64,    6.12,    6.88,    5.71,    6.41,    6.51,    7.05,    7.78,    8.85,    9.35,    9.83
198111,    0.11,    3.27,    2.54,   -0.70,    3.30,    3.36,    2.77,    2.44,   -2.15,    2.63,    2.96,    3.62,    3.36,    3.35,    2.71,    2.82,    2.90,    2.12
198112,   -2.75,   -1.71,   -1.63,   -3.10,   -1.93,   -1.23,   -1.85,   -1.63,   -3.56,   -2.02,   -1.52,   -2.30,   -0.67,   -1.80,   -2.11,   -1.63,   -0.69,   -2.26
198201,   -1.30,   -1.75,   -2.93,   -1.25,   -1.19,   -1.65,   -3.37,   -2.60,   -1.50,   -0.69,   -1.47,   -0.93,   -1.21,   -2.10,   -2.90,   -3.78,   -3.14,   -2.24
198202,   -3.78,   -3.24,   -5.61,   -4.35,   -2.40,   -3.12,   -4.47,   -5.81,   -5.18,   -2.44,   -1.77,   -2.98,   -3.23,   -3.02,   -3.77,   -5.09,   -4.59,   -6.63
198203,   -1.01,   -0.45,   -1.32,   -1.41,    0.13,   -0.31,   -0.80,   -1.63,   -1.91,   -0.28,    0.40,   -0.13,   -0.43,   -0.18,   -1.10,   -0.53,   -1.24,   -1.88
198204,    4.39,    5.71,    6.31,    4.09,    5.15,    5.91,    5.66,    6.76,    3.64,    5.10,    5.43,    4.88,    5.59,    6.24,    6.21,    5.17,    6.35,    7.02
198205,   -2.09,   -2.38,   -2.42,   -2.00,   -2.57,   -2.19,   -1.92,   -2.78,   -2.12,   -1.71,   -2.42,   -2.72,   -1.54,   -2.87,   -2.40,   -1.49,   -2.90,   -2.70
198206,   -3.63,   -2.52,   -3.26,   -3.90,   -3.15,   -1.90,   -2.62,   -3.52,   -4.68,   -2.11,   -2.68,   -3.59,   -1.74,   -2.07,   -2.65,   -2.59,   -2.49,   -4.20
198207,   -2.04,   -1.45,   -1.60,   -2.24,   -1.38,   -1.24,   -1.51,   -1.78,   -2.93,   -0.41,   -1.29,   -1.48,   -1.24,   -1.23,   -1.91,   -1.12,   -1.94,   -1.68
198208,    5.15,    7.59,    6.96,    4.64,    7.11,    7.61,    7.89,    6.65,    4.31,    5.52,    7.06,    7.16,    6.94,    8.16,    8.00,    7.79,    7.54,    6.08
198209,    2.57,    3.69,    3.54,    2.31,    3.49,    4.00,    4.14,    2.99,    2.15,    2.72,    3.54,    3.44,    4.04,    3.97,    3.27,    4.99,    3.96,    2.37
198210,   11.72,   12.63,   16.27,   11.83,   11.94,   12.45,   13.75,   16.98,   11.59,   12.45,   11.33,   12.62,   12.31,   12.56,   13.08,   14.41,   15.73,   17.79
